agency_id;line_id;lineName;logoPath;type;isPriority;darkMode
fr-ibus;zenbus:Line:30030155:LOC;IBUS;https://hexatransit.fr/assets/logo/fr-ibus/bus/IBUS.png;BUS;0;0
