agency_id;route_id;line_name;logoPath;type;isPriority;isNight
"fr-sngo-giverny";"ATOUMOD118:Line:241:LOC";"NAV";"https://hexatransit.fr/assets/logo/fr-sngo-giverny/bus/NAV.png";"bus";"0";"0"
