agency_id;line_id;lineName;logoPath;type;isPriority;darkMode
fr-lbus;zenbus:Line:30030155:LOC;IBUS;https://hexatransit.fr/assets/logo/fr-lbus/bus/IBUS.png;BUS;0;0
